"VIn3","xVIn3","VOut3","xVOut3","ILoad3","xILoad3","IInductor3","xIInductor3","ICout3","xICout3","IOut3","xIOut3","IIn3","xIIn3","ICin3","xICin3","Pgood3","xPgood3","VSwitch3","xVSwitch3"
"3.9984183311462402","0","3.314760446548462","0","1.5067092180252075","0","1.5980432033538818","0","0.09130321443080902","0","1.5067092180252075","0","1.5815554857254028","0","-0.01673111505806446","0","3.308143377304077","0","3.894545555114746","0"
"3.9992847442626953","0.07139169611036777","3.3148744106292725","0.06376649253070354","1.5067611932754517","0.06376649253070354","1.6573172807693481","0.0708969309926033","0.1505182981491089","0.0708969309926033","1.5067611932754517","0.06376649253070354","1.6407890319824219","0.0708969309926033","0.7150053381919861","0.07139169611036777","3.3082568645477295","0.06376649253070354","-0.9181975722312927","0.07139169611036777"
"3.9997870922088623","0.12561213225126266","3.3146965503692627","0.20908191800117493","1.5066802501678467","0.20908191800117493","1.3393054008483887","0.1342850737273693","-0.1674879491329193","0.1342850737273693","1.5066802501678467","0.20908191800117493","0.18007802963256836","0.1331500243395567","-0.4195297658443451","0.1342850737273693","3.308051109313965","0.23577013052999973","3.9119884967803955","0.13492535799741745"
"3.9990572929382324","0.1342850737273693","3.3146371841430664","0.27750502340495586","1.5066531896591187","0.27750502340495586","1.5178437232971191","0.3429013304412365","0.011051611974835396","0.34278491511940956","1.5066531896591187","0.27750502340495586","1.2642697095870972","0.19220169633626938","-0.12505073845386505","0.19220169633626938","3.3080148696899414","0.33862306736409664","3.8998446464538574","0.34278491511940956"
"3.9985005855560303","0.33862306736409664","3.3146848678588867","0.414758687838912","1.5066750049591064","0.414758687838912","1.6695283651351929","0.5235488060861826","0.1627347618341446","0.5235488060861826","1.5066750049591064","0.414758687838912","1.6530208587646484","0.5235488060861826","-0.015090159140527248","0.33862306736409664","3.308051109313965","0.3983441274613142","3.897361993789673","0.38725556805729866"
"3.999279499053955","0.5240726750344038","3.31486177444458","0.5164474714547396","1.5067553520202637","0.5164474714547396","1.3762409687042236","0.5810579750686884","-0.13053393363952637","0.5810579750686884","1.5067553520202637","0.5164474714547396","0.20168310403823853","0.5810579750686884","-0.016680192202329636","0.5235488060861826","3.308243989944458","0.5164474714547396","-0.9243208765983582","0.5240726750344038"
"3.999786376953125","0.5784386303275824","3.3148300647735596","0.583619112148881","1.506740927696228","0.583619112148881","1.3437178134918213","0.5882757250219584","-0.16306890547275543","0.5882757250219584","1.506740927696228","0.583619112148881","0.1787673681974411","0.5864712875336409","0.7204195857048035","0.5240726750344038","3.3082125186920166","0.5845213308930397","-0.04541594907641411","0.5810579750686884"
"3.9990460872650146","0.5882757250219584","3.3146347999572754","0.7363269105553627","1.5066521167755127","0.7363269105553627","1.5219587087631226","0.7966882549226284","0.015122863464057446","0.7964845281094313","1.5066521167755127","0.7363269105553627","1.5027364492416382","0.7922062650322914","0.2015109360218048","0.5810579750686884","3.308018922805786","0.7363269105553627","-0.7699812054634094","0.5842885002493858"
"3.998497247695923","0.7922062650322914","3.314669609069824","0.8477945812046528","1.506667971611023","0.8477945812046528","1.671873927116394","0.9752693586051464","0.16488836705684662","0.9750656317919493","1.506667971611023","0.8477945812046528","1.6553679704666138","0.9752693586051464","-0.42758166790008545","0.5882757250219584","3.3080530166625977","0.8477945812046528","3.911923885345459","0.5886540748178959"
"3.9992778301239014","0.9774230420589447","3.314873218536377","0.9697978384792805","1.506760597229004","0.9697978384792805","1.6732202768325806","0.9768991731107235","0.16642123460769653","0.9768991731107235","1.506760597229004","0.9697978384792805","1.6567152738571167","0.9768991731107235","-0.015717901289463043","0.7922062650322914","3.308255672454834","0.9697978384792805","3.899566173553467","0.7966882549226284"
"3.999784231185913","1.0314688552170992","3.3146636486053467","1.1804804671555758","1.5066763162612915","1.1410447768867016","1.348764181137085","1.0413059499114752","-0.1580296754837036","1.0413059499114752","1.5066763162612915","1.1410447768867016","0.18050464987754822","1.0395015124231577","-0.016678286716341972","0.9768991731107235","3.3080477714538574","1.1804804671555758","3.8896727561950684","0.9752693586051464"
"3.999042272567749","1.0413059499114752","3.3148133754730225","1.3762619346380234","1.506691336631775","1.3169774319976568","1.5268241167068481","1.2496602721512318","0.020018668845295906","1.249514752998948","1.506691336631775","1.3169774319976568","1.4378963708877563","1.1804804671555758","0.7220496535301208","0.9774230420589447","3.3081960678100586","1.3762619346380234","-0.9261718988418579","0.9774230420589447"
"3.9984915256500244","1.2453529052436352","3.3149147033691406","1.4229444786906242","1.5067334175109863","1.3762619346380234","1.6764428615570068","1.428008545190096","0.16962707042694092","1.428008545190096","1.5067334175109863","1.3762619346380234","1.6599524021148682","1.428008545190096","-0.42744532227516174","1.0413059499114752","3.3082969188690186","1.4229444786906242","3.9115846157073975","1.0417134035378695"
"3.9992763996124268","1.428532414138317","3.3147268295288086","1.5798723325133324","1.506779432296753","1.4229444786906242","1.3422244787216187","1.4943652786314487","-0.16458486020565033","1.4943652786314487","1.506779432296753","1.4229444786906242","0.1731160283088684","1.492589944973588","-0.030411388725042343","1.1804804671555758","3.308154821395874","1.5467230696231127","3.899244546890259","1.2496602721512318"
"3.999783754348755","1.4826073311269283","3.3146755695343018","1.6617123037576675","1.506693959236145","1.5798723325133324","1.520225167274475","1.7024867702275515","0.013411351479589939","1.7023412510752678","1.506693959236145","1.5798723325133324","1.2108383178710938","1.5379046089947224","-0.014972535893321037","1.2453529052436352","3.3080594539642334","1.6617123037576675","3.889371156692505","1.428008545190096"
"3.999067783355713","1.4943652786314487","3.3147165775299072","1.7579877749085426","1.5066707134246826","1.6617123037576675","1.6704808473587036","1.8814753275364637","0.16366519033908844","1.8814753275364637","1.5066707134246826","1.6617123037576675","1.653969168663025","1.8814753275364637","-0.016688544303178787","1.3762619346380234","3.3080997467041016","1.7579877749085426","-0.9277886152267456","1.428532414138317"
"3.99853515625","1.6617123037576675","3.3149099349975586","1.8743739929050207","1.5066893100738525","1.7579877749085426","1.3681674003601074","1.940788934007287","-0.13862742483615875","1.940788934007287","1.5066893100738525","1.7579877749085426","0.31801268458366394","1.9187573343515396","0.7234948873519897","1.428532414138317","3.3082923889160156","1.8743739929050207","3.911128282546997","1.4943652786314487"
"3.999279022216797","1.881999196484685","3.314877986907959","1.941894879564643","1.506777286529541","1.8743739929050207","1.3351212739944458","1.948123099282384","-0.17168429493904114","1.948123099282384","1.506777286529541","1.8743739929050207","0.17152704298496246","1.9462895579636097","-0.4208088219165802","1.4943652786314487","3.308260679244995","1.9426806829869747","3.90912127494812","1.5379046089947224"
"3.9997851848602295","1.9361614249646664","3.3146605491638184","2.093787770718336","1.5067627429962158","1.941894879564643","1.5135042667388916","2.1565065253525972","0.006653978955000639","2.1563027985394","1.5067627429962158","1.941894879564643","1.4947198629379272","2.1520245354622602","-0.16895315051078796","1.5379046089947224","3.308044672012329","2.093787770718336","3.8980345726013184","1.7319689504802227"
"3.999061346054077","1.948123099282384","3.3147008419036865","2.2282765712589025","1.5066639184951782","2.093787770718336","1.6637632846832275","2.335320459678769","0.1569673717021942","2.335320459678769","1.5066639184951782","2.093787770718336","1.6472454071044922","2.335320459678769","-0.01651626266539097","1.6981794033199549","3.30808424949646","2.2282765712589025","-0.9247980713844299","1.881999196484685"
"3.9985053539276123","2.1520245354622602","3.3148672580718994","2.328219125047326","1.5066821575164795","2.2282765712589025","1.3408981561660767","2.398941433057189","-0.16589446365833282","2.398941433057189","1.5066821575164795","2.2282765712589025","0.1799992322921753","2.3977772798389196","-0.016686059534549713","1.8814753275364637","3.3082497119903564","2.328219125047326","-0.04514952376484871","1.940788934007287"
"3.999281883239746","2.3358443286269903","3.3146347999572754","2.539949491620064","1.5067578554153442","2.328219125047326","1.5192373991012573","2.6073248591274023","0.0123978890478611","2.607121132314205","1.5067578554153442","2.328219125047326","1.3712947368621826","2.499698894098401","0.7208302617073059","1.881999196484685","3.308018922805786","2.539949491620064","-0.7659401297569275","1.9440485630184412"
"3.999786615371704","2.3901229724287987","3.314715623855591","2.7034839149564505","1.5066521167755127","2.539949491620064","1.6692538261413574","2.7859932743012905","0.1624620109796524","2.7859932743012905","1.5066521167755127","2.539949491620064","1.6527479887008667","2.7859932743012905","0.3178393542766571","1.9187573343515396","3.308098793029785","2.7034839149564505","3.9124655723571777","1.9485305529087782"
