"VIn4","xVIn4","VOut4","xVOut4","ICin4","xICin4","Pgood4","xPgood4","IIn4","xIIn4","IOut4","xIOut4","ILoad4","xILoad4","IInductor4","xIInductor4","ICout4","xICout4","VSwitch4","xVSwitch4"
"-1.3349037153442822e-10","0","-2.8894793560154003e-22","0","0","0","-1.010963953528889e-25","0","1.3349036009913107e-7","0","-1.3133997646514296e-22","0","-1.3133997646514296e-22","0","-1.336754630664722e-19","0","-1.3354412229483527e-19","0","-1.0508981321510471e-21","0"
"-1.3349046867894288e-10","9.999999747378752","9.878330047286e-7","162.28675667662174","-5.343169063970444e-16","9.999999747378752","3.456038788485216e-10","162.28675667662174","1.334904737859688e-7","9.999999747378752","4.4901770479555125e-7","162.28675667662174","4.490163405534986e-7","162.28675667662174","0.000006105378815846052","162.28595632128417","0.000015329102097894065","162.28599997702986","0.000023108135792426765","162.28585445787758"
"0.000312054151436314","10.0011020549573","0.0014225051272660494","162.53454668913037","10.1653413772583","10.175530405831523","4.977025582775241e-7","162.53454668913037","10.1656494140625","10.175530405831523","0.0006465932819992304","162.53454668913037","0.0006465932819992304","162.53454668913037","0.45126762986183167","162.34764188993722","0.45111778378486633","162.34761278610677","4.999879837036133","162.2862764634192"
"0.0003660967049654573","10.001293048844673","0.005215574521571398","162.97622642014176","10.274089813232422","10.274121450493112","0.0000018248122160002822","162.97622642014176","10.274492263793945","10.274121450493112","0.002370715606957674","162.97622642014176","0.002370715606957674","162.97622642014176","0.44347864389419556","162.53454668913037","0.44283199310302734","162.53454668913037","-0.3130573034286499","162.3478310648352"
"0.0004746241320390254","10.001673217630014","0.011105241253972054","163.42548769898713","9.99015998840332","10.836678484338336","0.00000388547459806432","163.42548769898713","9.990668296813965","10.836678484338336","0.005047837272286415","163.42548769898713","0.005047837272286415","163.42548769898713","0.43372926115989685","162.7458696020767","0.43440932035446167","162.74584049824625","-0.014592449180781841","162.58121468126774"
"0.0006862579612061381","10.002408998843748","0.01801186241209507","163.8661342440173","9.998008728027344","11.045950486732181","0.0000063019460867508315","163.8661342440173","9.998513221740723","11.045950486732181","0.00818721018731594","163.8661342440173","0.00818721018731594","163.8661342440173","0.8296738862991333","162.80006093438715","0.8281842470169067","162.8000318305567","4.97135066986084","162.7460733288899"
"0.001004084013402462","10.003498573496472","0.027365008369088173","164.33607379440218","10.000165939331055","11.25509606936248","0.00000957440170168411","164.33607379440218","10.000666618347168","11.25509606936248","0.012438639998435974","164.33607379440218","0.012438639998435974","164.33607379440218","0.8158767223358154","162.97622642014176","0.8135058283805847","162.97622642014176","-0.5035836696624756","162.80048293992877"
"0.0012911012163385749","10.004466275859158","0.03561360761523247","164.76446762681007","10.00001335144043","11.754373190342449","0.000012460401194402948","164.76446762681007","10.000513076782227","11.754373190342449","0.01618800312280655","164.76446762681007","0.01618800312280655","164.76446762681007","0.7972978353500366","163.2271014386788","0.7956499457359314","163.22707233484834","-0.026922382414340973","162.97709953505546"
"0.001530872075818479","10.005264812207315","0.043338343501091","165.18526535946876","10","19.999999494757503","0.000015163113857852295","165.18526535946876","10.000499725341797","19.999999494757503","0.019699247553944588","165.18526535946876","0.019699247553944588","165.18526535946876","1.1974575519561768","163.28220954164863","1.1934256553649902","163.28223864547908","4.9475178718566895","163.22729061357677"
"0.0017252248944714665","10.005904186982661","0.05171031504869461","165.66684644203633","-0.6225343942642212","20.590656276908703","0.000018092277969117276","165.66684644203633","-0.6225184798240662","20.590656276908703","0.02350468933582306","165.66684644203633","0.02350468933582306","165.66684644203633","1.180369257926941","163.42548769898713","1.175321102142334","163.42548769898713","-0.6883999705314636","163.28264609910548"
"0.0018859279807657003","10.006428965425584","0.05937168002128601","166.13610205240548","-0.15554621815681458","20.820467398152687","0.0000207728171517374","166.13610205240548","-0.1555572897195816","20.820467398152687","0.02698712795972824","166.13610205240548","0.02698712795972824","166.13610205240548","1.1417937278747559","163.8661342440173","1.1336060762405396","163.8661342440173","-0.03895218297839165","163.42548769898713"
"0.002070479094982147","10.007027412939351","0.07301001250743866","167.06317546777427","0.010571644641458988","21.223835574346595","0.000025544562959112227","167.06317546777427","0.010566498152911663","21.223835574346595","0.03318636864423752","167.06317546777427","0.03318636864423752","167.06317546777427","1.1369857788085938","163.87758660130203","1.129011869430542","163.87755749747157","-0.037657663226127625","163.8732646824792"
