"xVOut1","VOut1","VIn1","xVIn1","ICin1","xICin1","IIn1","xIIn1","VSwitch1","xVSwitch1","Pgood1","xPgood1","IOut1","xIOut1","ICout1","xICout1","IInductor1","xIInductor1","ILoad1","xILoad1"
"0","3.3147873878479004","4.999013423919678","0","-0.24459929764270782","0","0.9863450527191162","0","4.919017314910889","0","3.3081743717193604","0","1.5","0","-0.2693151831626892","0","1.2307155132293701","0","1.5","0"
"0.04799221642315388","3.3146653175354004","4.998770713806152","0.04799221642315388","-0.1139022558927536","0.04799221642315388","1.2294714450836182","0.04799221642315388","4.892763137817383","0.1695880200713873","3.3080508708953857","0.04799221642315388","1.5","50.000002374872565","0.12527380883693695","0.1695007085800171","1.6255369186401367","0.1695880200713873","1.5","50.000002374872565"
"0.09516952559351921","3.3146181106567383","4.998614311218262","0.09516952559351921","-0.06775477528572083","0.09516952559351921","1.3856242895126343","0.09516952559351921","4.8773088455200195","0.27162604965269566","3.308002233505249","0.09516952559351921","","","0.35946908593177795","0.2715678419917822","1.8596524000167847","0.27162604965269566","",""
"0.1563748810440302","3.3146636486053467","4.9984235763549805","0.1694133970886469","-0.05000469461083412","0.1563748810440302","1.5768895149230957","0.1695880200713873","-1.0215065479278564","0.2741871867328882","3.3080458641052246","0.1563748810440302","","","0.3645698130130768","0.2738088369369507","1.8646005392074585","0.2738088369369507","",""
"0.16714329831302166","3.3146841526031494","4.998188495635986","0.2707238309085369","-0.04903250187635422","0.16714329831302166","1.8137378692626953","0.27162604965269566","-0.05830943211913109","0.29182410798966885","3.308070659637451","0.1694133970886469","","","-0.3038976788520813","0.40692975744605064","1.196133017539978","0.40692975744605064","",""
"0.24380278773605824","3.314936637878418","4.998181343078613","0.2738088369369507","-0.046935759484767914","0.21979212760925293","1.8187072277069092","0.2738088369369507","-0.039472389966249466","0.40692975744605064","3.308239698410034","0.22567110136151314","","","-0.35485008358955383","0.4164758138358593","1.2738529443740845","0.41650491766631603","",""
"0.2707238309085369","3.3150694370269775","4.999584197998047","0.3024179022759199","-0.04610202834010124","0.2717715688049793","0.4156622886657715","0.3024179022759199","-0.6738012433052063","0.41263410821557045","3.3084521293640137","0.27162604965269566","","","-0.337382972240448","0.4239846020936966","1.162872076034546","0.4240719135850668","",""
"0.2956076059490442","3.315157651901245","4.999818325042725","0.3396125975996256","0.7773426175117493","0.2741871867328882","0.18151409924030304","0.3396125975996256","4.924883842468262","0.4166504368185997","3.3085379600524902","0.2956076059490442","","","0.12471390515565872","0.6221816875040531","1.6249799728393555","0.6222689989954233","",""
"0.3316090442240238","3.3152050971984863","4.999940395355225","0.38769212551414967","0.4154725968837738","0.3024179022759199","0.059800852090120316","0.38769212551414967","4.923567771911621","0.42465399019420147","3.3085877895355225","0.3316090442240238","","","0.13122355937957764","0.6250047590583563","1.6312541961669922","0.6250047590583563","",""
"0.3396125975996256","3.3152034282684326","4.999968528747559","0.41566090658307076","0.18132402002811432","0.3396125975996256","0.031234974041581154","0.41627208702266216","4.8927998542785645","0.6222689989954233","3.308586597442627","0.3396125975996256","","","0.36066752672195435","0.7250055205076933","1.860851764678955","0.7250928319990635","",""
"0.38769212551414967","3.315101146697998","4.999047756195068","0.41650491766631603","0.05961141735315323","0.38769212551414967","0.9521633982658386","0.41650491766631603","4.891456604003906","0.6310874596238136","3.308487892150879","0.38769212551414967","","","0.36580052971839905","0.7272756192833185","1.8658312559127808","0.7272756192833185","",""
"0.4172616172581911","3.314959764480591","4.999329566955566","0.4167377483099699","-0.7052674293518066","0.41650491766631603","0.7330451607704163","0.4222674760967493","4.877229690551758","0.7250928319990635","3.3083481788635254","0.4172616172581911","","","-0.2925315797328949","0.8583301678299904","1.2073818445205688","0.8583592716604471","",""
"0.48024230636656284","3.314741373062134","4.998925685882568","0.46650529839098454","-0.43006670475006104","0.4217436071485281","1.0742472410202026","0.46650529839098454","-1.022321343421936","0.7276539690792561","3.308183193206787","0.4602770786732435","","","-0.34183865785598755","0.867556082084775","1.252748727798462","0.867556082084775","",""
"0.5200272426009178","3.3146700859069824","4.998700141906738","0.5200272426009178","-0.18862944841384888","0.46650529839098454","1.3000664710998535","0.5200272426009178","-0.03984360024333","0.8583592716604471","3.3080551624298096","0.5200272426009178","","","-0.3230507969856262","0.8756178431212902","1.1582087278366089","0.8676142897456884","",""
"0.5440961103886366","3.3146519660949707","4.9986252784729","0.5440961103886366","-0.0879490077495575","0.5200272426009178","1.3747682571411133","0.5440961103886366","-0.6801872253417969","0.8637725841253996","3.3080363273620605","0.5440961103886366","","","0.13906574249267578","1.0739604476839304","1.176979899406433","0.8756178431212902","",""
"0.6034679245203733","3.3146867752075195","4.998424053192139","0.6220943760126829","-0.06929109990596771","0.5440961103886366","1.576370120048523","0.6222689989954233","4.92402458190918","0.8677307050675154","3.3080692291259766","0.6034679245203733","","","0.36851373314857483","1.1740194167941809","1.639293909072876","1.0740186553448439","",""
"0.6250047590583563","3.314727544784546","4.998417377471924","0.6248592399060726","-0.05065455660223961","0.6034679245203733","1.5828030109405518","0.6250047590583563","4.922662734985352","0.8760252967476845","3.3081090450286865","0.6250047590583563","","","0.37546834349632263","1.1770462151616812","1.8685444593429565","1.1740194167941809","",""
"0.6961345206946135","3.3149666786193848","4.998417377471924","0.6250047590583563","-0.04861990362405777","0.6260524969547987","1.8149484395980835","0.7250928319990635","4.891855239868164","1.0740186553448439","3.30826997756958","0.6780028343200684","","","-0.29284411668777466","1.3101089280098677","1.8754990100860596","1.1770462151616812","",""
"0.7252092473208904","3.315110683441162","4.9983110427856445","0.6703194230794907","-0.04702000692486763","0.668427674099803","1.8199489116668701","0.7272756192833185","4.89027738571167","1.0844087228178978","3.3084874153137207","0.7250928319990635","","","-0.3467124402523041","1.3202079571783543","1.2071045637130737","1.3101089280098677","",""
"0.7558846846222878","3.31520938873291","4.998187065124512","0.724161509424448","-0.04609868302941322","0.7243943400681019","0.34116894006729126","0.7647904567420483","4.876647472381592","1.1745141819119453","3.3085989952087402","0.7603084668517113","","","-0.2942328155040741","1.342647010460496","1.3128931522369385","1.320237061008811","",""
"0.7824273779988289","3.3152410984039307","4.998180389404297","0.7271009963005781","0.7780396938323975","0.7276539690792561","0.1761871874332428","0.7944181561470032","-1.0266177654266357","1.1774536687880754","3.308624267578125","0.7864146027714014","","","0.13000427186489105","1.5248078852891922","1.205895185470581","1.3426761142909527","",""
"0.7944181561470032","3.315239429473877","4.999584197998047","0.7558846846222878","0.3409796357154846","0.7647904567420483","0.0579218789935112","0.8426140993833542","-0.03983445093035698","1.3101089280098677","3.3086225986480713","0.7944181561470032","","","0.3619993031024933","1.6259727999567986","1.6302602291107178","1.5249243006110191","",""
"0.8426140993833542","3.3151330947875977","4.999824047088623","0.7944181561470032","0.17599762976169586","0.7944181561470032","0.03294898942112923","0.8673523552715778","-0.6783304810523987","1.3162207324057817","3.3085198402404785","0.8426140993833542","","","0.3690115511417389","1.6290287021547556","1.862030029296875","1.6259727999567986","",""
"0.8771312423050404","3.314974546432495","4.999942302703857","0.8426140993833542","0.05773298069834709","0.8426140993833542","0.945229172706604","0.867556082084775","4.924347400665283","1.3204407878220081","3.30836820602417","0.8756178431212902","","","-0.299253910779953","1.762091415002942","1.8690422773361206","1.6290287021547556","",""
"0.9412760846316814","3.3147833347320557","4.999966621398926","0.8667411748319864","-0.6966259479522705","0.867556082084775","0.7666034698486328","0.8756178431212902","4.921595096588135","1.3372628018260002","3.308168888092041","0.9412760846316814","","","-0.3530281186103821","1.7721904441714287","1.2006947994232178","1.762091415002942","",""
"0.9626674000173807","3.314749240875244","4.999054908752441","0.867556082084775","-0.41056016087532043","0.8756178431212902","1.1373635530471802","0.9274808689951897","4.892451286315918","1.5249243006110191","3.3081343173980713","0.9626674000173807","","","-0.3007453680038452","1.7945130821317434","1.2569533586502075","1.7722195480018854","",""
"1.01159093901515","3.314727306365967","4.999231815338135","0.8757342584431171","-0.18076759576797485","0.920554157346487","1.283483624458313","0.9626674000173807","4.889859199523926","1.5419500414282084","3.3081107139587402","1.01159093901515","","","0.12353040277957916","1.9766739569604397","1.146916389465332","1.7722486518323421","",""
"1.0716903489083052","3.314805507659912","4.998716354370117","0.9626674000173807","-0.09773857146501541","0.9626674000173807","1.5908656120300293","1.0740186553448439","4.87711763381958","1.6261765267699957","3.3081870079040527","1.0716903489083052","","","0.3577042520046234","2.078741090372205","1.1993826627731323","1.794571289792657","",""
"1.0844087228178978","3.3148369789123535","4.998409271240234","1.0739604476839304","-0.061467718333005905","1.01159093901515","1.822661280632019","1.1740194167941809","-1.0237494707107544","1.6294361557811499","3.308215618133545","1.0835647117346525","","","0.36280736327171326","2.0809820853173733","1.6237934827804565","1.9767612684518099","",""
"1.1481752153486013","3.3150718212127686","4.998384475708008","1.0844087228178978","-0.04879819601774216","1.0716903489083052","1.8296451568603516","1.1770462151616812","-0.03962292894721031","1.762091415002942","3.30845046043396","1.1481752153486013","","","0.3339613676071167","2.0856678020209074","1.857887625694275","2.0787992980331182","",""
"1.1748925317078829","3.315208673477173","4.998177528381348","1.1740194167941809","-0.0480756051838398","1.0855146683752537","0.3089098334312439","1.2192758731544018","-0.6751121878623962","1.7682032193988562","3.3085837364196777","1.1745141819119453","","","-0.3057013750076294","2.2141030058264732","1.8628380298614502","2.0809820853173733","",""
"1.2101081665605307","3.315321207046509","4.998170375823975","1.1770462151616812","-0.04679590091109276","1.1263764463365078","0.12329522520303726","1.2601667549461126","4.9247660636901855","1.7723941709846258","3.308701992034912","1.2101081665605307","","","-0.35672783851623535","2.2236781660467386","1.8336702585220337","2.085726009681821","",""
"1.2362143024802208","3.3153481483459473","4.999657154083252","1.2145901564508677","-0.0461345799267292","1.1684605851769447","0.05825262516736984","1.2923846952617168","4.921150207519531","1.794571289792657","3.3087306022644043","1.2362143024802208","","","-0.2943495512008667","2.2502208594232798","1.1943292617797852","2.2141030058264732","",""
